@relation 10-spell-checked.arff

@attribute id numeric
@attribute color {x,black,'dark gray','light gray',white}
@attribute text string
@attribute score {0,1,2}

@data
27306,white,'White would be the best color because it had the lowest air temperature with 42 degrees C. This would keep the inside of the doghouse air temperature cooler on hot days than a darker color would .',2
27307,'light gray','For the bog house not to be to cold or hot.',1
27308,black,'Black was the highest tempature when under th e lamp so if Brandi and Jerry wanted a warm doghouse they would choose black because black had an abrade of 53 degrees c instep of other averages lik e 48 degrees c 45 degrees c and 42 degrees c',2
27309,white,'i think that if you use a white paint then th e doghouse will be nice a cool because if you use black the dog would ge t hot so that why you shuld use white.',1
27310,'dark gray','During the summer the doghouse. temp. would be 48 degrees . This would keep it cool. During the winter the darker color will help keep the heat inside the doghouse.',0
27311,black,'black attracts more heat',1
27312,black,'The black paint will trap more heat inside. I t will be hotter in the doghouse than if Brandi and Jerry used dark grey, light grey, or white.',1
27313,'dark gray','the dark Gray Color Is fine becuz iTs Not to dark and its not too brigth. Dark Gary had A 48 degrees c avg And The Darkes t is black which HAd a 53 degrees c avg also the brightest which is white had a 42 degrees c avg',2
27314,black,'it would make the doghouse warm due to the dark color.',1
27315,black,'the black paint color will attract more sun for the dog to keep warm and be comfortable',1
27316,white,'White is the best color to paint the doghouse because, based on the experiment, dark colors absurd heat and light color. don\'t. The hottest air temperature in the jar experiment (53 degrees c) w as from the jar with the black lid, and the jar with the coolest air temperature (42 degrees c) was from the jar with the white lid, proving that light colors don\'t absorb heat and dark colors do.',2
27317,white,'Painting the doghouse white would ensure that the dog doesn\'t get too hot while it\'s inside. White would keep the inside of the doghouse cooler than any other color. I know this because in the experiment, the average temperature for the white-lidded jar was less than any other colored lid.',2
27318,white,'The color might affect the doghouse by taking in less energy causing the inside of the doghouse to be cooler.',1
27319,white,'By painting the doghouse white, it would make the inside of the doghouse cooler. This is proven because in each trial, white had the lowest temperature. For example, in the experiment, White\'s average tempurate was 42 degrees , compared to black\'s average, which was 53 degrees ; a huge difference!',2
27320,white,'i chose white because white reflects the suns energy so it would stay cooler in the doghouse. the data that Brandi and Jerry got show that white kept the temperature about 11 degrees C cooler th an the black lid',2
27321,black,'it will make it warmer for the dog inside bec ouse it absorbs more energy.',1
27322,'light gray','I think that light gray will look nice on the outside of the doghouse and it will keep the dog very nice and cool because on the data it shows that light gray was the second coolest colored lid.',2
27323,white,'The color white will affect the inside of the doghouse because in the Lid vs. Air Temperature Inside Glass Jar table, it shows that the color white doesn\'t heat up as much as the other colors . The color white reflects the light making it stay cool, which is what y ou want for a doghouse.',2
27324,black,'i think the color black will make the inside of the doghouse warm because it is a dark color.',1
27325,white,'They might use white because it doesnt get hot as fast as the other colors do. In the data table it shows that the fir st trail was 42 degrees  C the second trial was 43 degrees  C the third was 41 degrees  C and the fourth was 42 degrees  C. For all the other colors the trials got highe r than 43 degrees  C therefore , the white would be best for a doghouse because it doesnt get as hot.',2
27326,'light gray','it will make the dong house in between hot an d cold',1
27327,white,'white attracts less heat so the dog will no b e harmed on very hot days.',1
27328,white,'to design the dogs house i think that the paint.rs should you used white paint, because sunlight absorbs into darker color. because they cannot reflect the light so therefor the dark colors j ust continue to absorb all the light.',1
27329,black,'It will make the inside of the doghouse cold or warm .',0
27330,white,'The color white would be the best to paint th e doghouse because it will be kept cooler than Black, which the average w as 53 degree celcius, dark gray which the average was 48 degree celcius, ligh gray which the average was 45 degrees celcius, and the whites average was 42 degree celius. Black absorbs the most heat, while white reflects .',2
27331,white,'This color would make the doghouse 11 degrees C cooler than than if it was a black color. So the dog wouldn\'t be hot all the time and have a cool temperature in the house. In Brandy and Jerry\'s experiment the white lid was the coldest, and they said dark colors absorb more heat, so white would be an appropriate color.',2
27332,'light gray','Light gray might affect the doghouse by havin g the avenge temperature of 45 degrees c, so if it is cold outside it wont fre eze the dog or if it\'s too hot outside it wont make the dog too hot. Black had the highest aveage of 53 degrees c, dark gray had the aveage of 48  degrees c,and white had the lowest average of 42 degrees c. The light gray is just the right temperature for the doghouse of 45 degrees c.',1
27333,'light gray','This color might bring the inside of the doghouse to a comfortable temperature. According to the results of the experiment, the colors were in this order (from the highest to lowest temperature.: black, dark gray, light gray, white. Dogs do not normally enjoy hot, stuffy environments. They pant uncontrollably when they are overheated, and get very uncomfortable. This light gray color will allow the dog not to get uncomfortably overheated, but will also not allow him or her to reach an uncomfortably cool body temperature- as white was resulted in the cold.st temperature according to the experiment results.',2
27334,white,'i think that white is a good color because heat will not be attracted as fast and white is a really nice color.',0
27335,black,'This color would keep the doghouse warm during the nights and cold days, and if it is a hot day then the dog will be outside anyways',1
27336,black,'Black will keep the inside of the doghouse the warmest because it will absorb the most heat. In the lab, black had an average of 53 degrees C and white had an average of 42 degrees C.',2
27337,black,'black is a darker colors. there forth it att racts heat which would cause th tempatuer to go up',1
27338,'dark gray','Well, the dark gray would make it warmer, but not to warm. &amp;they temperature would stay at one degree. So, its would be 48 degrees  in there.',1
27339,white,'it would reflect most heat because it absorb as much emergy as darker colors',0
27340,black,'Black because the black had the highest numbe r the whole expirment and it stayed the warmest out of all of the other c olor',2
27341,white,'Coloring the doghouse white will give an effect by not making it hot like other colors. In the experiment, they found out that the white lid had the lowest temperature of 42 degrees . The black lid was 53 degrees , the dark gray was 48 degrees , and lastly, the light gray was 45 degrees . Therefore, we can conclude that the white attracts the leas t sunlight which will affect the temperature of the inside less.',2
27342,'light gray','light gray because when the dog is sleeping i n the doghouse and its ranning he will get cold because it is white so t hey for light gray will keep it warm and cool at the same time for those winter days and the cold days with ran',1
27343,black,'the sun will be attracted to black and it wil l make the doghouse really hot',1
27344,white,'darker colors absorb heat from light, so light.r colors reflect it.',0
27345,'light gray','it will wear.',0
27346,white,'white because it kept the inside of the jar t he coolest so the dog wouldn\'t get to hot in the summer. the insidde of t he b jar with the black lid had an average of 53 degrees  c and the jar with the white lid only had an average of 42 degrees c',2
27347,black,'the color might effect the inside because the color of the wood.',0
27348,white,'The color white will ensure that the temperature inside the doghouse will stay much cooler than the colors black, dark gray and light gray, because lighter colors don\'t absorb as much heat energy as darker colors do. For example the inside of the jar with the black colored lid had an average temperature of 53 degrees c while the inside tempeture of a jar with a white lid had an average temperature of only 42 degrees  c. The inside of the jar with the white lid was 11 degrees c less than the jar did with the black lid.',2
27349,'dark gray','it will be warm in the doghouse for the winter, but not to hot for the dog in the summer.',1
27350,black,'because it atracks energy and that makes the paint to come off .',0
27351,'light gray','it wouldn\'t be to hot to live in(for a dog)but it would be warm and provide heat.',1
27352,white,'White, because white paint adsorbed heat less than the darker colors, and you wouldn\'t want your dog to over heat.',1
27353,'light gray','light gray will keep the doghouse warm in th e winter because it is a dark color and it will also cool down the dog ho use because it is a light color aswel.',1
27354,white,'it would keep the dog cool enough to withstan d the heat and have enough warmth for winter since dogs have fur on their bodies to keep warm.',0
27355,black,'Having a black doghouse might affect the inside of a doghouse because it would keep it warmer inside because darker color. such as black absorb heat better. In Brandi and Jerry\'s experiment t he average temperature for the black lid jar was 53 degrees C, 5 degrees C more than the next warmest one, dark gray.',2
27356,black,'If they paint the doghouse black the conditi ons in the house would be hot because the jar was the hottest when they p ut the black lid on the jar. So that shows that black absorbs more energy than any other color.',2
27357,'dark gray','the darker the color of the doghouse the hott er it will be, so in the summer you dont want it to be black and in the winter you dont want it to be white. so i picked dark gray becasue in the winter it will still attrack sunlight to keep it warm but in the summer i t wont attract as much as the black would',2
27358,x,'its depends on were they live if its a hot pl ace then a white doghouse but if its a cold place then a black doghouse to make the doghouse a little warmer and in the middle if its a mixture.',1
27359,white,'White would make the doghouse cooler and mor e pleastent to live in.',1
27360,'dark gray','I would choose dark gray because in the summer it may become warm for the dog, so black would be too hot. In the winter black would be the best because it is a color that attracts more energy so it would increase the temperature inside. So for an all around the ye ar comfortable paint I would choose dark gray because its the median betw een them both.',2
27361,white,'Ir Afeeect other people to what they may have dont to strewers and atht jksdjoiauy dhsaj 3 hfgyunashgygajshu\\',0
27362,'light gray','Dark grey would affect the temperature in the doghouse by making it so that the doghouse was neither too hot or too cold. The results of the experiment show that the air inside of the jar with the white lid had a average tempeture of about 42 degrees C. In the winter if the doghouse was painted white it would get to cold because the experiment shows that white does not retain heat well. Black was the color that retained the most heat in the experiment with an average tempeture of 53 degrees C. However, even though according to the experiment,the doghouse would be warm in the winter if the doghouse was painted black it would be too hot in the summer for the dog to remain cool. The experiment shows that the air inside of the jar with the light grey lid was warmer than the jar with the white lid, but only by 3 degrees C, therefore the doghouse should be painted dark grey because in the experiment the jar with the dark grey lid is 5 degrees C cooler than the jar with the black lid. The dark grey would allow the doghouse to remain cool in the summer, but remain warm in the winter.',2
27363,'light gray','it will let the energy go in and out...',0
27364,black,'because that way the dog wont be hot or cold, it would not be cold but it wont be hot eighter.',0
27365,black,'Black will absorb more heat, therefore keepin g the dog warm throughout the year. the average temperature inside the ja r with a black lid was 53 degrees Celcius, while all the other colors had an average of 48 degrees celsius or lower.',2
27366,'dark gray','dark gray would heat up the air for a dog to a comfortanble temperature and not make it to hot like the black lid or make it to cold like the light lid',2
27367,black,'Because the darker the color the sunlight it attracks because, of the solar energy.',1
27368,black,'The color black will keep the doghouse warm in the winter. The color black absorbs heat better than the other colors. The experiment results show that black is better because in trial Temperature was 54 degrees c and the coldest for black was 52 degrees c. The least warmest was the color white. The highest temperature was 43 degrees c. the lowest was 41 degrees c. I chose black because it will keep the dog the warmest in the cold winter. White would not be as warm as black is.',2
27369,'dark gray','By painting he doghouse the color dark grey might affect the doghouse by making it warmer on cold nights but not to hot like the black color will make it. I think this because on the result s chart the black is a higher temp. than the dark grey and the dark grey also always stays a consistent temp. In conclusion I think they sho uld paint the doghouse grey because inside it it will niether be to hot nor to cold.',1
27370,white,'The white paint would make the inside of the doghouse coolest because according to the experiment the average of each color are black:53, dark gray:48, light gray:45, and white:42.',2
27371,white,'White would make a good color for a doghouse because its a rather remains at a rather cool temperature not too hot for the poor dogs, as seen on Lid Color vs. Air Temperature for each lid color table where it shows the average of the white lid\'s temperture was 42(  degrees  C)',2
27372,white,'The Darker Colors Absorb more energy So if You Picked Black Then The Temperture would increase in the Air , for example in the experiment the Tempeture went to 54 degrees  . And for the white lid it only went up to 41 degrees  thats why painting the doghouse white is better choice because it wont get so hot in the doghouse.',2
27373,white,'it will let it be less hotter.',1
27374,white,'A white colored doghouse will make the air temperature warmer in warm temperature, but the light color will not mak e the temperature go up a lot. With the black lid color, the temperature of the air inside the jar was adn average of 53 degrees  after ten minutes. The white ja r was and average of 42 degrees  after ten minutes. Since both jars started at 24 degrees , the temperature of the black jar increased 29 degrees  while th e temperature of the white only increased 18 degrees . The darker the color of something, the more heat the object absorbs. That means that teh white doghouse will be the coolest doghouse, even though that doghouse will warm up as well.',2
27375,'dark gray','I would say dark gray because when the sun co mes out you don\'t want your dog to be to warm but not to cold so dark gray would work perfectly in my opinion.',1
27376,white,'The doghouse would have a cooler temperature than one painted in gray or black because the average temperature inside a white doghouse was 42 degrees  while the average temperatures of the black , dark gray, and light gray doghouses were 53 degrees , 48 degrees , and 45 degrees  respectively.',2
27377,black,'IT WILLBE HOTTER COSE ITS HOT',1
27378,white,'white had the lowest temperature so the doghouse wont get extremely hot.',2
27379,'light gray','it might be less hot than a darker lid because black absorbes the most heat.',1
27380,white,'Brandi and Jerry should paint their doghouse white. This is because in the summer, when the temperature outside gets hot.er, the inside of the doghouse will be cooler for the dog. That is because darker colors absorb more light ad heat energy.',1
27381,'dark gray','The dark gray color might affect the doghouse by keeping the doghouse the same temperature throughout the year which i s not too cool but not too hot (48 degrees ). I know this because on the data table it shows that throughout all the trials the dark gray was the color that kept the temperature inside the jar stay the same.',0
27382,white,'The white paint would be the best choice for a color of a doghouse because after 10 minutes of having a white lid, th e air temperature inside the jar was the lowest. It seemed that the light er the color, the lower average temperature the air inside the jar was af ter 10 minutes. This would be the best color for a doghouse because if y ou would like to keep your dog cooler in the summertime, having a white paint.d doghouse would stay much cooler on the inside that if there was a black paint instead.',2
27383,white,'Painting the doghouse white will raise the temperature only slightly, while painting the doghouse a darker color wil l raise the temperature significantly. In the Lid Color vs. Air Temperature Inside Glass Jar data table, the temperature inside the jar with the white lid, raised an average of 18 degrees  C from the starting temperature after 10 minutes. The temperature inside the jar with the black colored lid raised an average of 29 degrees  C from the starting temperature after 10 minutes. If Brandi and Jerry wanted the temperature in the doghouse to be cool, then they would paint the doghouse white. If they wa nted the temperature to be warm, they would paint the doghouse black. I w ould paint the doghouse white.',2
27384,black,'more dogs like black',0
27385,white,'If they were to use white the doghouse would be cooler for the dog to sleep in or just hang out and cause less \" damages\" or issues to the dog',1
27386,'light gray','the light gray so its not to hot and not to c old',1
27387,'light gray','I would choose Dark gray because on a hot day, the dog can stay nice and cool, and on a cold day the color is still a ble to absorbs.me heat. The experiment proved that darker colors absorb more heat than lighter so the dark gray color would be the best. Also in the trials, The average temp of the jar is 48 degrees c so the dog would be nice and warm in the house.',1
27388,white,'The color white might affect the doghouse by being cooler inside than the darker colors because white obsordes less heat than dark colors. Thats why in Brandi and Jerry\'s lid experiment white lid was the coolest of the darker colors.',2
27389,white,'I choose white because white is the lightest color and it absorb the least heat so inside the doghouse will be more cooler. I know this because in the investigation it said white had 42 degrees  C which is the lowest while the black had 54 degrees C which is the highest.',2
27390,white,'the lighter color would help keep the doghouse cooler inside. for example, the jar with the white colored lid was cooler. 42 degrees  than the black lid; 53 degrees',2
27391,'light gray','Because it made a mild temperature in the jar',0
27392,white,'How this color might affect the doghouse is w hen a color is lighter like the color white, that color doesn\'t absorb al ot of heat like the color black. So when it\'s going to be really hot outs ide, inside the doghouse it will be cool.',1
27393,'light gray','this would absorb more thermal energy while still keeping cool because of the lichens of the gray.',1
27394,black,'black will affect the doghouse because it wil make the inside hot.',1
27395,'light gray','The light gray would keep the doghouse at a more even temp because its both a light and dark colors. it would atrackt the right amount of sun light and repel just the right amou nt of sun light.',1
27396,white,'the doghouse should be white because it has the warmest or cooldest temperture on the average from the table. it will be warmer or colder than the other colors so the dog living in the doghouse wont be hot or cold.',0
27397,'dark gray','The color will affect the dighouse by not mak ing it to cold and not making it to warm.',1
27398,white,'i would make the doghouse white because white dose not actracte alot of heat so the dog would not be so hot.&#916;',1
27399,'light gray','LIght grey would be a great color to use on a doghouse because, the color would not absorb a lot of heat and and it w ould not be to cold because grey is still a dark color that could absorb heat, when needed.',1
27400,white,'White paint would definatly be the coolest tempreature for the dog becasue after the 10 mins. under the light it was the coldest with an average of 42o, 11 degrees colder than the hottest paint color of black the average of the black pointes air was 53.',2
27401,white,'the inside wont be as hott.',1
27402,'dark gray','The best paint color for a doghouse would be dark gray because the temperature inside of the doghouse wouldn\'t be too hot for the dog, but it wouldn\'t be too cold. It was 48 degrees C in the jar with a dark gray lid on average. That is more suitable for a doghouse th an the black lid, which was 53 degrees C, or the white lid, which was 42 degrees  C.',1
27403,'dark gray','dark grey because if you use this color the d og house will be about 48 degrees and the doghouse will not be to cold',0
27404,'dark gray','The color, dark gray, would affect the doghouse because it would stay at a pretty warm temperature. This way, the doghouse would be around 48 degrees . The doghouse would not be too hot (53 degrees  ), as it would be with the color black, but the doghouse would not be too cold (42 degrees ), as it would be with the color white.',2
27405,'light gray','Because the dogs liked their home and the dog feels comfortable.',0
27406,'light gray','Light gray wouldn\'t be to hot or to cold so the tem[erasure would be just right.',0
27407,black,'if you use black paint then it will take in m ore heat because dark colors absorb more energy like they found out in th e lab hot lamp the black was at least 5 degrees c hotter then all the other colors.',2
27408,white,'because it absorb less heat and energy',1
27409,white,'It wil make it so the air inside of the doghouse will be cooler so the dog dosnt get to hot. I knowjthis because the data shows the avenge temperature for white was 42 degrees c.',2
27410,white,'Less heat in the doghouse so there would be much more comfort for the dog.',1
27411,black,'this color would make the doghouse warmer because in the experiment the darker the color, the warmer it will be inside .',2
27412,white,'White is best in this situation, as long as i ts not cold out. white reflects heat, thus the Husky or Lab or what ever dog or wolf it is, stays cool and collect.',1
27413,'light gray','The color absorbs enough heat not to be cold in the winter, but not to much heat to be hot in the summer.',1
27414,'dark gray','It will take in heat in the winter and won\'t take as much in in the summer as black would.',1
27415,white,'white absorbs less heat so it would keep the dog cooler',1
27416,'light gray','Light gray is the best color for the dog hous e because it doesn\'t make the doghouse too hot but it also doesn\'t make the doghouse too cold. The black had an average temperature of 53 degrees C which is too hot for a dog in the summer. it needs to be at a rela xing temperature which is 45 degrees C for the light gray. If i were to choo se the white it would be too cold for the poor dog to be in. The light gray color would make it so that the dog could be very confortable in his l ittle house.',2
27417,black,'The black paint because it will absorb more light energy causing the inside of the doghouse to be warmer, keeping the dog warm at night. The average temperature for the black lid was 53 degrees , while the white was 42 degrees . The black paint had the highest temperature out of all colors and was 11 degrees  higher than the white paint.',2
27418,white,'The black color, when it gets dark dogs will have a dark doghouse so i just picked white.',0
27419,black,'Clack absorbs more heat energy, so it would m ake the doghouse a warmer place for the dog. The average temperature for the black lid was on average about 8 degrees  C more than the other colored lids. That is why black would be a good choice to paint the doghouse with .',2
27420,white,'torque es el que da mas inside de glass',0
27421,black,'If the color of the doghouse was black then i t would make the inside of the doghouse warmer inside. In the experiment it was 53 degrees C on average in the jar when the lid was black and only 42  degrees C on average when the lid of the jar was white.',2
27422,black,'i think they should use blak berceuse it woul d be warmer for the dog.',1
27423,white,'The darker colors will absorb heat faster tha n lighter colors.',0
27424,black,'Black, because on a warm day the doghouse would heat up but it wouldn\'t be too hot for the dog. And on a cold day the doghouse should be the same tempature ( 53 degrees  C ) or get a little cold.r, but not to cold for the animal.',0
27425,'dark gray','I chose the dark gray paint color because it would keep the dog warmer in the winter than the white or light gray paint, but cooler in the summer than the black paint would. The experiment su sports this because the dark grey paint in the experiment made the inside temperature an average of 48 degrees C, while the highest average data, the black paint, was a temperature of 53 degrees C, too hot, and the lowest average data, the white paint, was 42 degrees C, too cold for the dog.',2
27426,white,'white would not attract as much heat as the o ther darker colors',0
27427,'light gray','Light gray would be the best paint color for a doghouse. Light gray had an average temp of 45 degrees which wouldn\'t b e too cold or too warm for a dog. A white doghouse was 42 degrees which m ight make the dog cold and black and dark gray would make the dog too warm. Dark grays average was 48 and blacks average was 53, much too warm.The refore light gray would be the best color.',2
27428,white,'If the inside.f the doghouse is white then the doghouse wont be so hot because of the shade',0
27429,black,'If you see the doghouse black then you can se e better because the color is black you can see black better in the after noon.',0
27430,white,'I would pick white paint to paint the dog hou se because according to the experiment white was the color that the inside of the jar would be less hot. Accordig to Brandi and Jerry\'s data the white lid had a temperature 42 degrees C inside the jar and the black lid was 53 degrees C and i dont want my dog to be to hot or sufficate in the dog ho use.',2
27431,'light gray','I would chose light gray because in the summer, a black house might over-heat the dog, however in the winter a white h ouse might be too cool. A light gray house would repel heat in the summer , and allow more heat in the winter.',1
27432,'dark gray','If Brandi and Jerry colored the doghouse white, it would not adore the heatless like the color black. Therefore, it would feel more comfortable for the dog when it is hot outside. The reason why black was to adore heat, because in the data table it had higher degree then white, which had a lowest degree in temperature.',1
27433,'light gray','the color would keep the doghouse at a perfec t temperature not to hot or not to cold',1
27434,black,'Black would be a good color for the doghouse because in the day it would get hotter because black absorbs heat causin g it to be warmer in their at night.',1
27435,black,'We can see from this experiment that darker colors absorb more heat. Knowing this information, for the dog to be more warm and comfortable inside his doghouse, Brandi and Jerry should paint the house Black.',2
27436,white,'Assuming that the location of the doghouse ha s a warm climate, the white paint color will be more likely to keep the temperature of the air inside the doghouse at a cooler, or lower, temperature. This can be said because the white paint color, on average, made the air inside the glass jar a temperature of 42 degrees  C, compared to 53 degrees  C for black paint, 48 degrees  C for dark gray paint, and 45 degrees  C for light gray paint. It is vital that the doghouse maintains a low temperature so th at the dog, that stays inside the doghouse, doesn\'t overheat.',2
27437,white,'They should use white paint because when the sun comes out the doghouse won\'t get as much heat absorbed. As shown in t he table the darker lid they used the hotter the air became and white is the lightest color used and it had the lowest temperature.',2
27438,'dark gray','The color will effect the doghouse by keepin g it the same temperature which would be cool in the summer and warm in t he winter because the trials show that the dark grey paint made the jar t he same temperature for all 3 trials; which the average temperature was 48 degrees C.',2
27439,'dark gray','I think the best color for the doghouse is D rrk gray, because it\'s not the hotest color or the coldest which will hel p the dog stay cool but also warm. It showed that in each trial the tempe rture was 48 degrees C for the dark gray color which mean that the tem perture will stay medium for most the time. Also Dark gray takes in more heat then white by 6 degrees C average.',2
27440,white,'it will keep it cooler due to the fact that white dosnt absorb as much heat as dark gray, light gray and black. also, because blacks average (in  degrees c) was 53 dark grays average was 48. light grays average was 45 and whizzes avergae is 42. leaving that white wi ll leave the doghouse cooler.',2
27441,black,'black would be the best because it keeps the inside of the doghouse the warmest and would keep the dog warm and not cold',1
27442,black,'Black would be an ideal color to paint.e doghouse because of the insulation if provides within. Out of all the colors of white, dark gray, light gray, black and white, black had the highest temperature within the glass jar with and average of 53 degrees C while the lowest temperature was with the color of white with an average of 42 degrees  C. Thus choosing black should make the doghouse warmer because black seemed to have a high temperature than any other. However, you must also consider w here the doghouse is being placed. If the doghouse should be placed outdo ors, black would be the ideal color to keep the dog warm during cold winter.. If placed indoors, the color may not matter because indoors is usually warm.',2
27443,white,'White would be the best color because it will be more cooler in the doghouse then any of the colors above. In t he data table with black paint, the average was 53 ( degrees C). The white paint, the average was 42 ( degrees C). So that shows that if you go fo r light colors it will reduce the heat inside but if you do want it reall y hot then go for the dark colors.',2
27444,black,'1:The dog will be feeling like fanetting. 2:The dog will gett thirsty. 3:The dog will breath regally hard.',0
27445,white,'The colors.ould keep the inside of the doghouse at a reasonable temperature. Based on the results from the experiment, the hypothesis was right about black soaking up heat through the black rather than white. So the white paint would work the same by keeping the heat under control and not letting it all in.',0
27446,'dark gray','because dark gray color absorb more energy.',0
27447,white,'This color effects the doghouse because it m ales it cooler according to the Hot lamp experiment.In there experiment t he white lid was the coolest.',2
27448,white,'The best color to paint the top of the doghouse would be white. In the experiment, on average the black lid absorbed 5 3 degrees C, dark gray:48 degrees C, light gray:45 degrees C, white:42 degrees C . The black lid absorbed 11 degrees  more heat than the white lid. By painti ng the top of the doghouse white, it decreases the amount of heat getting traped within the doghouse.',2
27449,white,'how white would affect the doghouse is that i t would get fritter more easly thats how it would affect the doghouse.',0
27450,'light gray','In there experiment they found out that the darker the color the more heat it absorbs so they should use a light grey for the doghouse because it doesnt absorb a lot of heat and it will stay nice and cool inside but it will let absorbs.me heat but it will be just the right tempature.',2
27451,'dark gray','black because it will get to hot',1
27452,'light gray','light gray because it wont make the inside of the doghouse to hot because the dog already has a large coat of fur and dark gray wont over heat the doghouse.',1
27453,white,'the lighter the color, the less heat will be inside the doghouse. the darker the color, more heat will be inside the dog house',1
27454,white,'so that the dog can be fresh not hot over the summer and its not too cold for the winter.',1
27455,'dark gray','I chose dark gray because, where I live, it can get fairly cold. The dark gray might offer the dog warmth during the winter and at night, without over heating the doghouse. And hopefully in the summer the dog will be able to run around and wont have to worry about getting to hot in the doghouse then. I think your question is too vague. It really depends on the climate and dog breed.',0
27456,white,'I would choose white because i would want my dog to not have all that heat trapped up in a little tiny space. That hot air which is absorbed through dark colors i wouldn\'t want my dog sitting in that. I would want him to be cool so thats why i choose the white color as a paint for a doghouse.',1
27457,white,'Based on the data, white had the lowest temperature average of 42, while others have an average of 45, 48, and 53. It all depends on the dog you are getting, if its fur is dark, better to ge t light colors so it can be cooler.',2
27458,black,'this color would keep the inside of the dogs house warm because dark colors attract heat from the son.',1
27459,white,'The color white does not absorb as much heat as a darker color and the doghouse wont get as hot.',1
27460,'light gray','it can keep it cool in the summer and warm in the winter',1
27461,white,'White has less heat absorbtion. If the sun is out and it is hot, the doghouse will still be cool inside.White has a temperature in the low 40\'s for sitting under a lamp for 10 minutes. light gray has temperatures in the mid 40\'s. Dark gray is high 40\'s. ANd black is low to mid 50\'s.',2
27462,black,'they sould use black because black keeps heat better than the other colors so the dont want there dog to get cold so black is the most affective color.',0
27463,'dark gray','The temperature will stay the same in the cold and hot weather. The temperature will never be too hot or too cold.',1
27464,white,'White would affect the doghouse because accor ding to the results of the experiment, Trial 1 says that using black made the temperature inside 54 degrees , dark gray made it 48 degrees , light gray made it 44 degrees , and white made it 42 degrees . They should choose white because it would keep the doghouse the coolest, that way the dog doesn\'t ov erheat.',2
27465,white,'The white lid had the lowest temperature and the black lid had the highest temperature so they would use white so when the temperature outside is hot the inside of the doghouse wont get hot because the white paint will deflect the heat.',2
27466,white,'White, because the data showed the tempatures of each of the lids, and from the data table it shows that black (53degr ees) was the highest, and white(42degrees) was the lowest. So if they wan t a to paint the doghouse, they should paint it white, do to , the tempa ture of the doghouse wont be to hot for the dog to be in.',2
27467,white,'This color could keep the doghouse cool in di rect sunlight. This could make it more comfertable for the animal.',0
27468,white,'I choose white because if the doghouse is out side, then the white would absorb enough energy to keep the dog warm with out overheating it.',0
27469,black,'the air temperature inside will be warm and cozy. black is the warmest in the investigation for the lamp and color of the lid it got an average of 53 degrees  C. the lightest color (white) got an average of 42 degrees  C.',2
27470,'dark gray','A dark gray color would absorb more heat then light gray and white making it warmer but not as much as black so it won t get too warm.',1
27471,black,'Black would keep the doghouse warmer during cold winters because it holds more heat than the White or the Grays. The average for the Black was 53 degrees c, and the white was 42 degrees c. That means the black holds about 11 degrees more of heat.',2
27472,white,'With white the temperature\'s the doghouse wo uld stay nice andd cool in the summer',1
27473,white,'the color white would affect the doghouse by keeping it cooler than any other of the colors. i know this because in th e experiment, the white colored lid had a change of temperature of only 1 8 degrees when the black lid had a change of temperature of 29.',2
27474,white,'The doghouse will usually be cool inside even on sunny days because the light from the sun will reflect off of the doghouse causing the light to not enter it and make the transformation into thermal ( heat ) energy.',1
27475,white,'If the doghouse was white the inside would b e cooler because in the data of the experiment the average temperature of white is 42 degrees c and blacks average is 53 degrees c',2
27476,white,'that color will keep it cooler and not as hot in the summer time. i know this because in the experiment the black lid had an average of 53 and white had an average of 42, so thats more than a 10 degrees c difference.',2
27477,'light gray','Light Gray because its not hot or cold but a little warmer than white.',1
27478,black,'it will keep the doghouse warmer because the black attracks heat',1
27479,black,'The color black because it would be warm in t he doghouse. Since black absorbs more heat black would be best to keep th e dog warm rather than cold.',1
27480,white,'i think the doghouse should be white, because in the experiment, white didnt get very hot. the highest temperature wa s 43 degrees C and the lowest was 41 degrees C.',1
27481,'dark gray','If Brandi and Jerry used the color dark gray for their doghouse that would be the best color because it would keep the doghouse warm and cool depending on the seasons. The color dark gray in the jar experiment had an average of 48 degrees C. That makes the temperature of the doghouse in general, not to hot and not to cool based on t he jar experiment.',2
27482,white,'white will make the doghouse cooler than a dark.r colors.ch as black because in the data table it shows that the average temperature inside the jar with a white lid was 42 degrees C and inside the black lid it was 53 degrees C, that is 11 degrees C warmer.',2
27483,black,'If he choses black the doghouse will get more hot air because in the story the black color gets more heat because its darker',2
27484,white,'It would make it cooler in there for the dog, because white and light colors assimilate less energy and heat then darker colors. For example, the average for the black lid was 53 degrees C, but the average for the white lid was only 42 degrees C. Which is a lot less. So I think Brandi and Jerry should go with painting their doghouse white.',2
27485,white,'A white doghouse will absorb heat the worst so it will be cooler inside. I know this because in the experiment the black lid got to be the hottest at 54 degrees C well white was the coolest at 42 degrees C. White was also cooler then dark gray at 48 degrees C and light gray at 44 degrees C. So white would be the coolest for the doghouse.',2
27486,black,'The doghouse if painted black will be warmer because the color black atracts heat.',1
27487,'light gray','The light grey will effect the doghouse by ma king it more noticable and plus dogs can only see black, white and grey.',0
27488,'light gray','it can make it hot but not to hot cause it do nst arrack as much heat as black or dark gray',1
27489,black,'the darker the color the more heat it absorbs . Hacking a black doghouse would make it warm on the inside',1
